Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
2327;0;62141;Visby;0498-282500;49;10112;2010;Livsmedelsframställning;436376;606,68;51056000;117;962524000;324
2328;0;72136;Västerås;070-5203963;49;27120;2010;Tillverkning & Industri;391703;552,56;10576000;27;44105000;868
2329;0;58758;Linköping;013-236680;49;58290;2010;Data, IT & Telekommunikation;575478;1026,12;13236000;25;84850000;12944
2330;0;51163;Skene;0320-205590;49;32501;2010;Tillverkning & Industri;262275;413,09;7606000;44;79615000;-3417
2331;0;70009;Örebro;0200-211711;49;70220;2010;Juridik, Ekonomi & Konsulttjänster;385119;574,46;48525000;126;102218000;9009
2332;0;20503;Malmö;040-313900;49;70100;2010;Livsmedelsframställning;575600;1339,56;5756000;707;4090737000;147304
2333;0;55303;Jönköping;0380-47850;49;46610;2010;Partihandel;469842;650,42;8927000;19;96448000;-3120
2334;1;54130;Skövde;076-0358790;49;58210;2010;Data, IT & Telekommunikation;412047;611,24;8653000;21;72363000;50134
2335;0;11146;Stockholm;08-5330000;49;73111;2010;Reklam, Pr & Marknadsundersökning;533588;974,45;9071000;29;152488000;11465
2336;0;21228;Malmö;040-6808291;49;43341;2010;Bygg-, Design- & Inredningsverksamhet;345272;506,52;7596000;29;26363000;551
2337;0;18233;Danderyd;08-6115030;49;70220;2010;Juridik, Ekonomi & Konsulttjänster;1651769;2647,85;21473000;13;59089000;-108276
2338;0;16970;Solna;08-6025200;49;72190;2010;Utbildning, Forskning & Utveckling;459500;690,62;25732000;56;62867000;-21121
2339;0;26175;Asmundtorp;010-4952120;49;43290;2010;Bygg-, Design- & Inredningsverksamhet;378500;654,62;10598000;26;66081000;4845
2340;0;21174;Malmö;0733-230000;49;78200;2010;Bemanning & Arbetsförmedling;369111;735,21;3322000;14;11204000;-1161
2341;0;43903;Fjärås;0300-55440;49;28290;2010;Tillverkning & Industri;469533;748,37;14086000;30;62529000;-3972
2342;0;15136;Södertälje;08-54614400;49;33200;2010;Reparation & Installation;464166;564,03;5570000;30;33579000;1668
2343;0;42246;Hisings Backa;0739-807339;49;45201;2010;Reparation & Installation;283000;397;6792000;24;17711000;2362
2344;1;58223;Linköping;013-4652604;49;70220;2010;Juridik, Ekonomi & Konsulttjänster;614523;979,96;12905000;24;48619000;5763
2345;0;63221;Eskilstuna;016-5428643;49;43210;2010;Bygg-, Design- & Inredningsverksamhet;362347;529,63;8334000;27;42333000;2802
2346;1;11187;Stockholm;;49;73111;2010;Reklam, Pr & Marknadsundersökning;518571;933,23;7260000;22;35789000;4656
2347;0;80309;Gävle;026-123500;49;71129;2010;Teknisk Konsultverksamhet;387592;562,11;54263000;140;202865000;25835
2348;0;19140;Sollentuna;08-56297600;49;88102;2010;Hälsa & Sjukvård;385680;544,52;9642000;65;36694000;-4500
2349;1;41110;Göteborg;010-1290000;49;69101;2010;Juridik, Ekonomi & Konsulttjänster;530307;783,27;13788000;37;56948000;10645
2350;0;14553;Norsborg;0766-233768;49;43999;2010;Bygg-, Design- & Inredningsverksamhet;369476;548,16;7759000;19;26351000;773
2351;0;12030;Stockholm;08-41037120;49;71123;2011;Teknisk Konsultverksamhet;509700;824,07;10194000;15;16901000;626
2352;0;60225;Norrköping;070-3070318;49;43320;2011;Bygg-, Design- & Inredningsverksamhet;449375;608,4;14380000;40;28382000;297
2353;1;17077;Solna;072-4483555;49;88101;2011;Hälsa & Sjukvård;289846;501,39;3768000;18;13225000;2956
2354;0;19437;Upplands Väsby;08-7360096;49;38210;2011;Avlopp, Avfall, El & Vatten;504600;707,64;12615000;25;103245000;1195
2355;1;11332;Stockholm;08-12151100;49;62020;2011;Data, IT & Telekommunikation;456333;669,75;4107000;20;17346000;1353
2356;0;64795;Åkers Styckebruk;0159-31100;49;46731;2011;Partihandel;430923;662,41;5602000;22;49502000;3128
2357;0;17121;Solna;08-54547530;49;62010;2011;Data, IT & Telekommunikation;829531;1223,81;38988000;47;97447000;-35163
2358;0;13127;Nacka Strand;08-50571100;49;71122;2011;Teknisk Konsultverksamhet;598200;738,87;8973000;15;8041000;-11476
2359;0;79140;Falun;023-25730;49;88101;2011;Hälsa & Sjukvård;276925;469,48;14954000;95;51101000;1015
2360;1;41755;Göteborg;031-7344013;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;345742;565,3;12101000;47;45847000;4361
2361;0;75145;Uppsala;070-7878700;49;58132;2011;Media;332826;472,39;7655000;23;19533000;13
2362;0;55593;Jönköping;0371-394108;49;78100;2011;Bemanning & Arbetsförmedling;396326;543,32;54693000;138;87285000;4565
2363;0;41834;Göteborg;031-100110;49;43110;2011;Bygg-, Design- & Inredningsverksamhet;400318;503;8807000;35;35311000;1094
2364;0;17166;Solna;08-52292110;49;88101;2011;Hälsa & Sjukvård;338011;520,55;28731000;91;56712000;1107
2365;0;11444;Stockholm;0735-405507;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;653333;486,54;1960000;24;11780000;13
2366;1;11153;Stockholm;08-12876910;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;525800;823,44;7887000;32;41500000;7128
2367;0;11351;Stockholm;018-650827;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;697500;1114,46;18135000;26;36517000;3687
2368;0;44737;Vårgårda;0322-666860;49;78200;2011;Bemanning & Arbetsförmedling;375938;506,77;152631000;406;231639000;23525
2369;1;11127;Stockholm;08-41077330;49;79900;2011;Resebyrå & Turism;126555;320,93;1139000;14;7137000;-1395
2370;0;12615;Stockholm;08-50572500;49;25110;2011;Tillverkning & Industri;404076;587,65;10506000;26;44687000;3915
2371;0;14250;Skogås;073-5259797;49;43120;2011;;378625;566;9087000;27;52437000;-4470
2372;0;11147;Stockholm;08-6927100;49;78100;2011;Bemanning & Arbetsförmedling;414973;679,34;15769000;38;26044000;-15825
2373;0;18207;Stocksund;08-55502100;49;47430;2011;Detaljhandel;427387;610,23;13249000;31;159614000;-7557
2374;1;18769;Täby;0705-251393;49;62010;2011;Data, IT & Telekommunikation;443000;822;443000;1;1450000;399
2375;0;60228;Norrköping;020-105045;49;43110;2011;Bygg-, Design- & Inredningsverksamhet;259444;520,24;2335000;38;33577000;3410
2376;0;12530;Älvsjö;08-6541530;49;42990;2011;Bygg-, Design- & Inredningsverksamhet;353789;732,71;6722000;24;109567000;2956
2377;0;12162;Johanneshov;070-4403789;49;69201;2011;Juridik, Ekonomi & Konsulttjänster;418187;633,95;6691000;22;19119000;975
2378;0;83148;Östersund;063-134000;49;75000;2011;Hälsa & Sjukvård;390376;562,58;45674000;117;112314000;4465
2379;0;13768;Jordbro;0734-486267;49;88102;2011;Hälsa & Sjukvård;344160;487,48;8604000;25;12335000;-5
2380;1;27236;Simrishamn;0702-707049;49;20590;2011;Tillverkning & Industri;490800;680,8;2454000;6;3237000;-5370
2381;0;10387;Stockholm;0770-175050;49;66190;2011;Bank, Finans & Försäkring;398425;595,82;15937000;50;69846000;-1362
2382;0;69271;Kumla;019-263666;49;75000;2011;Hälsa & Sjukvård;381275;552,64;22114000;58;58136000;7205
2383;0;21375;Malmö;040-311830;49;71122;2011;Teknisk Konsultverksamhet;392520;494,12;9813000;32;33279000;645
2384;0;24322;Höör;0413-554100;49;47199;2011;Detaljhandel;442583;623,42;15933000;36;201176000;410
2385;0;11528;Stockholm;010-2008027;49;78100;2011;Bemanning & Arbetsförmedling;397000;419,21;1588000;14;6987000;397
2386;0;16440;Kista;08-6431510;49;43310;2011;Bygg-, Design- & Inredningsverksamhet;315200;682,91;1576000;43;78281000;-2462
2387;1;11438;Stockholm;08-12449985;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;531533;652,87;7973000;23;42731000;291
2388;0;55593;Jönköping;0500-400147;49;78100;2011;Bemanning & Arbetsförmedling;402972;556,32;29820000;74;45768000;58
2389;0;10425;Stockholm;08-6940780;49;68320;2011;Fastighetsverksamhet;449095;631,76;9431000;25;10681000;-11327
2390;0;78129;Borlänge;070-7358170;49;61100;2011;Data, IT & Telekommunikation;383375;523,83;9201000;24;24408000;-471
2391;1;29638;Åhus;073-4202541;49;70220;2011;Juridik, Ekonomi & Konsulttjänster;1311000;2219;2622000;2;8660000;3448
2392;0;86232;Kvissleby;060-641280;49;33120;2011;Reparation & Installation;351700;515,09;10551000;33;38574000;4162
2393;0;14250;Skogås;08-7711500;49;31090;2011;Tillverkning & Industri;345045;506,86;7591000;21;23234000;601
2394;0;41254;Göteborg;08-40902600;49;55103;2011;Hotell & Restaurang;344045;493,27;7569000;22;54683000;-4659
2395;0;16212;Vällingby;0775-500300;49;71200;2011;Teknisk Konsultverksamhet;419774;623,18;232975000;555;626689000;69652
2396;0;21223;Malmö;0774-400800;49;71200;2011;Teknisk Konsultverksamhet;395750;601,44;225182000;569;616100000;57855
2397;0;69530;Laxå;0584-20770;49;25620;2011;Tillverkning & Industri;343250;481,9;6865000;20;26489000;75
2398;0;16999;Stockholm;010-5050000;49;71122;2011;Teknisk Konsultverksamhet;508159;760,17;542206000;1067;1880452000;0
2399;0;12237;Enskede;070-5738603;49;85201;2011;Utbildning, Forskning & Utveckling;332041;500,07;15938000;54;34866000;-532
2400;1;15225;Södertälje;08-68447800;49;28410;2011;Tillverkning & Industri;432571;658;3028000;7;8525000;454
2401;0;22009;Lund;046-2801700;49;20590;2011;Tillverkning & Industri;580349;881;36562000;63;362932000;140299
2402;0;72130;Västerås;021-4703550;49;46510;2011;Partihandel;727680;1187,96;18192000;25;110422000;11244
2403;0;11828;Stockholm;08-40025505;49;78200;2011;Bemanning & Arbetsförmedling;287636;403,18;15820000;55;36928000;3905
2404;1;17452;Sundbyberg;08-7067650;49;62030;2011;Data, IT & Telekommunikation;486562;797,22;7785000;27;38053000;3743
2405;0;17823;Ekerö;08-55117880;49;88101;2011;Hälsa & Sjukvård;271208;361,83;6509000;35;18188000;2547
2406;0;77070;Nyhammar;0225-61540;49;25110;2011;Tillverkning & Industri;294772;439,84;6485000;19;16210000;-550
2407;0;12463;Bandhagen;076-2312428;49;41200;2011;Bygg-, Design- & Inredningsverksamhet;349894;476,46;6648000;28;58617000;2386
2408;0;85234;Sundsvall;060-7010017;49;62020;2011;Data, IT & Telekommunikation;462676;677,76;15731000;34;48444000;13658
2409;1;11438;Stockholm;08-103636;49;46340;2011;Partihandel;1063500;1786;2127000;2;51221000;-2436
2410;0;14621;Tullinge;020-100026;49;78200;2012;Bemanning & Arbetsförmedling;246523;337,41;16024000;58;21427000;-117
2411;0;10430;Stockholm;08-12080080;49;70100;2012;Företagstjänster;1238384;2109,74;38389917;31;202054000;-134624
2412;0;20120;Malmö;040-6558640;49;70100;2012;Företagstjänster;1738000;1708;26070000;11;18766000;-93728
2413;0;41106;Göteborg;031-154280;49;90040;2012;Kultur, Nöje & Fritid;359222;533,56;3233000;9;8687000;-2002
2414;0;21241;Malmö;070-7700040;49;78200;2012;Bemanning & Arbetsförmedling;431500;376,34;7767000;50;25013000;5425
2415;0;18432;Åkersberga;0707-945779;49;43999;2012;;428882;578,74;36455000;85;232256000;-29603
2416;0;14501;Norsborg;;49;43310;2012;Bygg-, Design- & Inredningsverksamhet;341000;368,83;4092000;6;6254000;41
2417;0;26272;Ängelholm;0431-371130;49;71122;2012;Teknisk Konsultverksamhet;287571;988,76;2013000;25;69269000;-108213
2418;0;46138;Trollhättan;0520-85000;49;71122;2012;Teknisk Konsultverksamhet;520339;759,19;358514000;689;500065000;-793139
2419;0;55650;Jönköping;010-3300288;49;64202;2012;Bank, Finans & Försäkring;787666;1260;2363000;8;10596000;-7908
2420;0;19060;Stockholm-Arlanda;08-59360800;49;52230;2012;Transport & Magasinering;446416;693,68;5357000;22;24853000;-7970
2421;1;78173;Borlänge;0243-216240;49;71123;2012;Teknisk Konsultverksamhet;466529;642,56;7931000;25;29798000;3868
2422;1;11143;Stockholm;010-3303036;49;82990;2012;Företagstjänster;360000;505,15;3240000;27;18022000;-3549
2423;0;12163;Johanneshov;013-374783;49;43221;2012;Bygg-, Design- & Inredningsverksamhet;483000;641,61;16905000;46;75534000;11108
2424;0;82413;Hudiksvall;0650-18690;49;43991;2012;Bygg-, Design- & Inredningsverksamhet;328632;451,92;16103000;49;80948000;11736
2425;1;44234;Kungälv;;49;22220;2012;Tillverkning & Industri;387294;621,33;6584000;18;46638000;3098
2426;0;17141;Solna;08-198200;49;43999;2012;Bygg-, Design- & Inredningsverksamhet;325000;608,12;6500000;26;28372000;1936
2427;0;18766;Täby;0737-295388;49;43320;2012;Bygg-, Design- & Inredningsverksamhet;355166;601,69;8524000;13;19288000;451
2428;0;18433;Åkersberga;073-7073187;49;43320;2012;Bygg-, Design- & Inredningsverksamhet;278608;424,54;6408000;26;20472000;729
2429;1;18421;Åkersberga;08-54060190;49;47521;2012;Detaljhandel;459500;674,73;11947000;26;115887000;8455
2430;0;11156;Stockholm;08-41072201;49;43210;2012;Bygg-, Design- & Inredningsverksamhet;72687;615,46;1163000;24;17243000;28
2431;0;41263;Göteborg;031-7181401;49;70220;2012;Juridik, Ekonomi & Konsulttjänster;455642;695,61;12758000;28;41179000;3101
2432;0;11251;Stockholm;08-805000;49;41200;2012;Bygg-, Design- & Inredningsverksamhet;308548;524,12;9565000;41;89079000;2364
2433;0;60228;Norrköping;070-4173050;49;43210;2012;Bygg-, Design- & Inredningsverksamhet;375464;557,21;10513000;28;57154000;-30567
2434;0;17562;Järfälla;070-3505307;49;45110;2012;Motorfordonshandel;538214;742,05;22605000;42;706485000;-10700
2435;1;60223;Norrköping;011-362400;49;43210;2012;Bygg-, Design- & Inredningsverksamhet;316294;472,19;5377000;26;27927000;6190
2436;0;28271;Sösdala;072-1878886;49;31090;2012;Tillverkning & Industri;366655;540,24;10633000;29;121174000;-2253
2437;0;59892;Vimmerby;0492-10569;49;23610;2012;Tillverkning & Industri;334678;551,37;9371000;35;56724000;2965
2438;0;41250;Göteborg;031-510031;49;78200;2012;Bemanning & Arbetsförmedling;344485;468,02;46161000;134;66777000;1772
2439;1;22361;Lund;046-127400;49;69202;2012;Juridik, Ekonomi & Konsulttjänster;494416;724,58;5933000;12;15482000;3585
2440;0;13238;Saltsjö-Boo;070-6263556;49;43320;2012;Bygg-, Design- & Inredningsverksamhet;223222;414,8;4018000;25;20749000;930
2441;0;54274;Mariestad;0501-63875;49;30120;2012;Tillverkning & Industri;401479;568,09;39345000;115;387671000;3047
2442;0;10248;Stockholm;020-360370;49;78200;2012;Bemanning & Arbetsförmedling;300480;427;132512000;441;188759000;30
2443;0;30262;Halmstad;035-177070;49;70100;2012;Företagstjänster;470583;693,28;28235000;85;351886000;9544
2444;1;11428;Stockholm;070-7587619;49;71122;2012;Teknisk Konsultverksamhet;774600;1124,75;11619000;28;59325000;1574
2445;0;11156;Stockholm;;49;62020;2012;Data, IT & Telekommunikation;505920;781,75;12648000;24;28909000;4152
2446;0;11156;Stockholm;0660-84035;49;62020;2012;Data, IT & Telekommunikation;464640;717,33;11616000;24;34339000;6877
2447;1;41664;Göteborg;031-3013500;49;47991;2012;Detaljhandel;280250;560,3;2242000;27;45727000;1083
2448;1;72130;Västerås;021-4440400;49;73111;2012;Reklam, Pr & Marknadsundersökning;495370;784,52;13375000;29;52498000;5202
2449;0;11743;Stockholm;08-52852800;49;78200;2012;Bemanning & Arbetsförmedling;340150;445;13606000;40;16217000;-3166
2450;0;22478;Lund;046-5408590;49;78200;2012;Bemanning & Arbetsförmedling;318400;444,12;19104000;60;31670000;2550
2451;0;14722;Tumba;08-4499999;49;64202;2012;Bank, Finans & Försäkring;511200;769,1;5112000;10;25831000;-22776
2452;0;21215;Malmö;070-3478617;49;70100;2012;Företagstjänster;795750;1416,5;3183000;4;40191000;31215
2453;0;11346;Stockholm;08-845300;49;78200;2012;Bemanning & Arbetsförmedling;299892;443,77;25191000;127;56516000;0
2454;0;79160;Falun;0200-111113;49;78200;2012;Bemanning & Arbetsförmedling;349508;491,89;79688000;228;130861000;9911
2455;0;25022;Helsingborg;042-256000;49;17290;2012;Tillverkning & Industri;445860;697,9;22293000;50;95104000;-5753
2456;0;70223;Örebro;019-130030;49;93120;2012;Kultur, Nöje & Fritid;467890;825,02;38367000;82;91657000;-9043
2457;0;19122;Sollentuna;08-59477450;49;43221;2012;Bygg-, Design- & Inredningsverksamhet;460033;702,2;13801000;30;47009000;4642
2458;1;41116;Göteborg;010-7223600;49;69101;2012;Juridik, Ekonomi & Konsulttjänster;683736;1014,76;12991000;49;86028000;10336
2459;0;72211;Västerås;021-121605;49;68201;2012;Fastighetsverksamhet;407931;603,31;11830000;29;40607000;16500
2460;0;57423;Vetlanda;0383-761984;49;25620;2012;Tillverkning & Industri;320511;497,14;28846000;90;99390000;-1564
2461;0;16979;Solna;08-4282608;49;47299;2012;Detaljhandel;319000;472,63;2871000;19;27979000;-239
2462;1;19461;Upplands Väsby;010-1302100;49;45310;2012;Partihandel;727318;985,32;16001000;22;370563000;4923
2463;0;22105;Lund;046-192700;49;62020;2012;Data, IT & Telekommunikation;515777;736,82;23210000;45;50638000;847
2464;0;54350;Tibro;0504-41400;49;31012;2013;Tillverkning & Industri;318880;538,32;7972000;34;61497000;1680
2465;0;13102;Nacka;08-4480480;49;68203;2013;Fastighetsverksamhet;1312500;2000;21000000;72;2592000000;449000
2466;0;11628;Stockholm;08-40808800;49;71110;2013;Bygg-, Design- & Inredningsverksamhet;498857;806,76;10476000;21;26468000;5456
2467;1;72130;Västerås;070-6083068;49;71122;2013;Teknisk Konsultverksamhet;512600;805,36;7689000;28;35859000;5435
2468;0;74192;Knivsta;072-3298555;49;78200;2013;Bemanning & Arbetsförmedling;345628;468,4;12097000;35;25029000;373
2469;0;19560;Arlandastad;072-8583293;49;43210;2013;;334366;428,76;10031000;33;45368000;-278
2470;0;85633;Sundsvall;060-144500;49;62030;2013;Data, IT & Telekommunikation;500375;726,18;8006000;17;30299000;1024
2471;0;11156;Stockholm;08-106602;49;78100;2013;Bemanning & Arbetsförmedling;342750;403,21;2742000;14;7782000;273
2472;1;19630;Kungsängen;08-58450500;49;28290;2013;Tillverkning & Industri;424923;612,24;16572000;37;91596000;21397
2473;1;11825;Stockholm;08-6426888;49;59110;2013;Media;680727;368,21;22464000;33;113855000;3733
2474;0;58188;Linköping;013-3272100;49;46750;2013;Partihandel;455916;706,87;10942000;23;77788000;3741
2475;0;82070;Bollnäs;0652-10006;49;47112;2013;Detaljhandel;408250;586,5;6532000;16;64320000;441
2476;0;12430;Bandhagen;08-6028805;49;88101;2013;Hälsa & Sjukvård;421250;528,81;6740000;27;16246000;227
2477;0;35236;Växjö;010-5168200;49;78100;2013;Bemanning & Arbetsförmedling;425193;592,86;37417000;88;60130000;-2207
2478;0;10222;Stockholm;08-40954400;49;70100;2013;Företagstjänster;1038461;1769,23;81000000;78;267000000;1618000
2479;0;40428;Göteborg;031-7755700;49;62020;2013;Data, IT & Telekommunikation;635407;974,81;17156000;27;63509000;3337
2480;1;53140;Lidköping;;49;10850;2013;Livsmedelsframställning;310666;566,89;4660000;9;27342000;-3491
2481;0;19560;Arlandastad;;49;53202;2013;Företagstjänster;374342;540,74;13102000;31;62134000;9778
2482;0;22100;Lund;040-6659000;49;62020;2013;Data, IT & Telekommunikation;554020;871,17;134073000;242;513280000;54042
2483;1;50338;Borås;0200-238080;49;62030;2013;Data, IT & Telekommunikation;305240;490,26;7631000;27;32722000;10563
2484;0;73130;Köping;0221-27651;49;47112;2013;Detaljhandel;367133;499,47;5507000;15;52180000;886
2485;0;57531;Eksjö;0721-726501;49;78200;2013;Bemanning & Arbetsförmedling;342891;464,04;38061000;111;58605000;3712
2486;0;21225;Malmö;0728-535314;49;46499;2013;Partihandel;491500;529,38;3932000;24;28651000;-2104
2487;0;14250;Skogås;08-41042370;49;78100;2013;Bemanning & Arbetsförmedling;253129;320,06;7847000;34;13110000;852
2488;1;11135;Stockholm;076-1459232;49;70220;2013;Juridik, Ekonomi & Konsulttjänster;639571;865,36;8954000;33;56993000;3353
2489;0;35105;Växjö;0470-599000;49;68201;2013;Fastighetsverksamhet;457956;662,42;42132000;92;642469000;125616
2490;1;58224;Linköping;013-63611;49;78100;2013;Bemanning & Arbetsförmedling;488923;367,14;6356000;42;20654000;2103
2491;0;26739;Bjuv;042-88380;49;33190;2013;Reparation & Installation;458222;722,62;28868000;69;135822000;24
2492;0;12162;Johanneshov;08-202580;49;43210;2013;Bygg-, Design- & Inredningsverksamhet;378111;504,36;6806000;28;46074000;-361
2493;1;11160;Stockholm;08-4631014;49;46420;2013;Partihandel;297500;493,53;6545000;43;63795000;460
2494;0;57178;Forserum;0380-29500;49;23120;2013;Tillverkning & Industri;357915;505,42;21117000;59;107400000;9460
2495;0;13644;Handen;073-5000209;49;88102;2013;Hälsa & Sjukvård;303000;419,32;1515000;25;11956000;277
2496;0;21228;Malmö;;49;95120;2013;Reparation & Installation;328113;462,66;14437000;44;204934000;-879
