Bolagsid;Kollektivavtal;Postkod;Ort;Telnmr;JuridiskForm;SNI;Start_Ar;Bransch;Genomnsnittlig_lön_exkl_pension;Genomsnittlig_lön_Inkl. Pension_TSEK;Total_lön;antalanstallda_UC;Omsättning_SEK;Resultat
296;0;31494;Landeryd;0371-40600;49;29320;1971;Tillverkning & Industri;412169;562,37;24318000;60;203501000;18410
297;0;26868;Röstånga;0435-91300;49;25999;1971;Tillverkning & Industri;268300;442,59;5366000;17;23357000;925
298;0;61923;Trosa;0156-53700;49;28290;1971;Tillverkning & Industri;376138;555,42;119236000;317;704021000;100071
299;0;81521;Tierp;0293-13025;49;68201;1971;Fastighetsverksamhet;369275;550,78;36189000;104;221542000;11790
300;0;25468;Helsingborg;042-54575;49;45201;1971;Reparation & Installation;320500;466,93;8333000;27;49822000;1910
301;0;56631;Habo;;49;29320;1971;Tillverkning & Industri;370461;525,19;28896000;78;179303000;7992
302;0;43153;Mölndal;031-7443590;49;10710;1971;Livsmedelsframställning;386500;539,12;52564000;136;162102000;2891
303;0;73523;Surahammar;0220-34810;49;25500;1971;Tillverkning & Industri;424714;738,56;20811000;50;187312000;35901
304;0;25106;Helsingborg;042-188700;49;28990;1971;Tillverkning & Industri;527571;738,33;44316000;84;470438000;140899
305;1;26723;Bjuv;042-85150;49;68201;1971;Fastighetsverksamhet;393200;583,55;7864000;20;126130000;48958
306;0;59123;Motala;0141-216030;49;45110;1971;Motorfordonshandel;363478;513,99;25080000;69;366832000;7207
307;0;40122;Göteborg;031-891700;49;22190;1971;Tillverkning & Industri;384738;552,4;138121000;406;699706000;36980
308;0;59102;Motala;0141-209100;49;47112;1971;Detaljhandel;349740;480,78;66101000;189;597656000;14888
309;0;54193;Skövde;0500-445480;49;46731;1971;Partihandel;320780;451,34;23417000;76;287534000;11227
310;0;87122;Härnösand;0611-552000;49;16102;1971;Tillverkning & Industri;461254;679,16;23524000;51;201043000;332
311;0;28821;Vinslöv;044-85550;49;46650;1971;Partihandel;446846;664,58;11618000;26;89806000;9867
312;0;33033;Värnamo;0370-82800;49;25110;1971;Tillverkning & Industri;425470;592,34;65097000;153;580629000;222802
313;0;17009;Solna;08-54496800;49;46499;1971;Partihandel;371205;580,8;39719000;107;442941000;96096
314;0;44460;Stora Höga;0303-83809;49;43221;1971;Bygg-, Design- & Inredningsverksamhet;339888;519,64;6118000;22;33339000;414
315;0;41109;Göteborg;031-7432800;49;46420;1971;Partihandel;376086;436,33;8650000;39;205482000;19115
316;0;56633;Habo;036-40531;49;49311;1971;Transport & Magasinering;339095;493,09;14242000;46;50046000;2101
317;0;59129;Motala;0141-224100;49;28920;1971;Tillverkning & Industri;430170;703,49;20218000;49;114540000;9589
318;0;25267;Helsingborg;042-176200;49;77390;1971;Uthyrning & Leasing;524464;828,71;14685000;28;466747000;2778
319;0;29435;Sölvesborg;0771-422423;49;25610;1971;Tillverkning & Industri;376148;561,37;35358000;94;176025000;12883
320;0;50113;Borås;033-237600;49;46420;1971;Partihandel;349300;706,41;6986000;17;40620000;-2090
321;0;45235;Strömstad;010-4590700;49;52290;1971;Transport & Magasinering;376308;559,56;84293000;224;264803000;61149
322;0;57725;Hultsfred;0495-249070;49;25620;1971;Tillverkning & Industri;360487;596,33;14059000;39;62699000;3436
323;0;33125;Värnamo;0370-20400;49;24340;1971;Tillverkning & Industri;560631;841,92;21304000;38;232462000;96193
324;0;28193;Finja;0451-66600;49;70100;1971;Fastighetsverksamhet;680588;946,47;11570000;17;71881000;243625
325;0;43632;Askim;031-289920;49;26510;1971;Tillverkning & Industri;414589;609,68;16169000;41;82199000;13334
326;0;53119;Lidköping;0510-89800;49;29320;1971;Tillverkning & Industri;330705;533,33;31416984;135;349000000;21000
327;0;79422;Orsa;0250-46200;49;93111;1971;Kultur, Nöje & Fritid;324459;459,44;31797000;270;376995000;42180
328;0;43215;Varberg;0340-628600;49;29320;1971;Tillverkning & Industri;381918;537,46;117249000;307;690000000;26000
329;0;28734;Strömsnäsbruk;0433-79500;49;10130;1971;Livsmedelsframställning;332361;499,52;43207000;130;303035000;13340
330;0;29109;Kristianstad;044-246400;49;22290;1971;Tillverkning & Industri;503971;727,14;17639000;35;106967000;3916
331;0;71621;Fjugesta;0585-31800;49;46410;1971;Partihandel;504619;774,76;10597000;21;127114000;5786
332;0;21532;Malmö;010-5151000;49;36002;1971;Avlopp, Avfall, El & Vatten;539376;871,16;50162000;93;326193000;47467
333;0;10369;Stockholm;08-7627400;49;70210;1971;Reklam, Pr & Marknadsundersökning;551241;908,97;31972000;58;125355000;25189
334;0;11262;Stockholm;08-6181200;49;43290;1971;Bygg-, Design- & Inredningsverksamhet;422526;787,17;16056000;42;72458000;2374
335;0;56824;Skillingaryd;070-6771533;49;28120;1971;Tillverkning & Industri;391352;555,89;34439000;88;159329000;6429
336;0;28193;Finja;010-4552000;49;23640;1971;Tillverkning & Industri;476333;0,7;78595000;165;713000;62
337;0;82423;Hudiksvall;0650-10008;49;46731;1971;Partihandel;443823;781,4;7545000;25;96520000;18456
338;0;16869;Bromma;08-802040;49;43223;1971;Bygg-, Design- & Inredningsverksamhet;461266;724,05;13838000;38;71042000;2010
339;0;23261;Arlöv;040-556600;49;46630;1971;Partihandel;508468;865,28;23898000;47;389224000;2368
340;0;20313;Malmö;040-75745;49;69103;1971;Juridik, Ekonomi & Konsulttjänster;565405;1002,16;20920000;38;124227000;20278
341;0;17106;Solna;08-54633300;49;77110;1971;Uthyrning & Leasing;330451;457,01;57829000;175;443569000;-2977
342;1;14722;Tumba;08-53410150;49;26510;1971;Tillverkning & Industri;336250;503,96;6725000;23;28088000;2937
343;0;61434;Söderköping;070-9298581;49;46170;1971;Partihandel;2251750;3587,75;9007000;4;18191000;831
344;0;19124;Sollentuna;08-6257550;49;42110;1971;Bygg-, Design- & Inredningsverksamhet;353891;510,11;16279000;46;74742000;-4245
345;0;13548;Tyresö;08-4487320;49;46769;1971;Partihandel;424771;583,8;14867000;49;156809000;20804
346;0;43533;Mölnlycke;031-882931;49;45201;1971;Reparation & Installation;310647;532,78;5281000;18;23154000;-1085
347;0;16904;Solna;08-6235400;49;77320;1971;Uthyrning & Leasing;487414;713,96;426000000;874;3180000000;701000
348;0;82728;Färila;0651-17500;49;29200;1971;Tillverkning & Industri;387229;615,11;23621000;65;177885000;1010
349;0;26271;Ängelholm;0431-449260;49;43210;1971;Bygg-, Design- & Inredningsverksamhet;389604;562,02;18701000;48;56843000;1559
350;0;43153;Mölndal;031-7768200;49;27120;1971;Tillverkning & Industri;476054;730,6;61411000;129;419182000;17246
351;0;20049;Malmö;040-371960;49;46170;1971;Partihandel;539733;1013,09;16192000;35;161929000;4085
352;0;20122;Malmö;040-384000;49;46720;1971;Partihandel;397209;576,3;115588000;291;2351553000;66433
353;0;30262;Halmstad;035-182400;49;25620;1971;Tillverkning & Industri;452625;707,52;28968000;64;333885000;1157
354;0;16440;Kista;08-6913500;49;70100;1971;Hotell & Restaurang;514257;821,59;67882000;132;375618000;33702
355;0;13621;Haninge;08-6060600;49;45110;1971;Motorfordonshandel;461780;749,41;75732000;164;1088488000;22038
356;0;21377;Malmö;070-7570664;49;43341;1971;Bygg-, Design- & Inredningsverksamhet;366500;596,62;13194000;45;41086000;1586
357;0;29340;Olofström;0454-99090;49;25620;1971;Tillverkning & Industri;410935;582,11;25478000;62;173543000;5168
358;0;24534;Staffanstorp;046-259850;49;43341;1971;Bygg-, Design- & Inredningsverksamhet;344172;609,77;9981000;26;19380000;-1032
359;0;29439;Sölvesborg;0456-15555;49;23709;1971;Tillverkning & Industri;428500;677,65;5999000;20;28235000;326
360;0;58111;Linköping;013-357650;49;25730;1971;Tillverkning & Industri;430073;700,03;17633000;39;49766000;2333
361;0;14563;Norsborg;08-55657450;49;25620;1971;Tillverkning & Industri;360000;529,67;7920000;24;24102000;820
362;0;27650;Hammenhög;0414-440825;49;45110;1971;Motorfordonshandel;334920;516;8373000;25;160533000;6404
363;0;53222;Skara;0511-13445;49;28290;1971;Tillverkning & Industri;525388;777,35;9457000;23;58165000;4483
364;0;79313;Insjön;0247-44300;49;16101;1971;Tillverkning & Industri;428262;614,12;68522000;201;1627539000;93221
365;0;34171;Lidhult;035-181000;49;31022;1971;Tillverkning & Industri;390214;561,14;10926000;28;43068000;1766
366;0;14171;Segeltorp;08-970070;49;46434;1971;Partihandel;427606;634,61;14111000;33;94043000;11780
367;0;14146;Huddinge;08-4498830;49;10710;1971;Livsmedelsframställning;342128;483,61;34555000;101;113166000;4679
368;0;21241;Malmö;040-6728400;49;46750;1971;Partihandel;551769;1373,13;21519000;23;154525000;6801
369;0;73136;Köping;0221-457500;49;46699;1971;Partihandel;398000;586,27;11940000;30;56540000;6412
370;0;43215;Varberg;0340-18045;49;45310;1971;Partihandel;420291;590,04;20174000;48;116337000;2633
371;0;11134;Stockholm;08-399200;49;70100;1971;Företagstjänster;628263;1020,05;23874000;40;57851000;-41383
372;0;16407;Kista;08-59002900;49;46450;1971;Partihandel;577826;845,64;13290000;25;763099000;38215
373;0;20039;Malmö;040-363400;49;43221;1971;Bygg-, Design- & Inredningsverksamhet;452400;656,74;22620000;50;115885000;9336
374;0;33228;Gislaved;0371-84800;49;22190;1971;Tillverkning & Industri;388339;553,6;61746000;159;590733000;109106
375;0;51332;Fristad;033-266615;49;22290;1971;Tillverkning & Industri;320517;494,73;9295000;33;58677000;4287
376;0;27521;Sjöbo;010-1691700;49;17290;1971;Tillverkning & Industri;470135;1175,62;48424000;61;255863000;7541
377;0;64521;Strängnäs;0152-26500;49;26510;1971;Tillverkning & Industri;464915;690,7;60439000;152;405179000;59332
378;0;42102;Västra Frölunda;031-985070;49;25620;1971;Tillverkning & Industri;520380;522,95;10928000;21;23572000;1742
379;1;16903;Solna;08-7312800;49;46460;1971;Partihandel;1089255;1785,33;46838000;43;483926000;4681
380;0;26123;Landskrona;0418-437000;49;72190;1971;Utbildning, Forskning & Utveckling;538719;876,98;74882000;169;375498000;64885
381;0;42121;Västra Frölunda;031-696900;49;25110;1971;Tillverkning & Industri;402957;580,95;38281000;225;319200000;-3526
382;0;27121;Ystad;0411-17030;49;20160;1971;Tillverkning & Industri;466312;672,17;95594000;295;1333628000;57383
383;0;18185;Lidingö;08-7667800;49;52290;1971;Transport & Magasinering;327311;722,48;30440000;93;185142000;-5778
384;0;21149;Malmö;040-352800;49;52100;1971;Transport & Magasinering;418298;691,59;56052000;134;141993000;-652
385;0;87381;Väja;0612-83000;49;17123;1971;Tillverkning & Industri;498265;745,16;157452000;316;1825741000;239417
386;0;12630;Hägersten;08-196501;49;43911;1971;Bygg-, Design- & Inredningsverksamhet;371918;687,91;13761000;44;119504000;8451
387;1;60104;Norrköping;011-329200;49;33200;1971;Reparation & Installation;435172;787;12620000;29;85910000;8991
388;0;42131;Västra Frölunda;031-7557600;49;10830;1971;Livsmedelsframställning;411000;633,33;23838000;58;179726000;-613
389;0;45126;Uddevalla;0522-98200;49;28290;1971;Tillverkning & Industri;456671;664,48;33337000;73;311805000;-3699
390;0;27139;Ystad;0411-19980;49;43221;1971;Bygg-, Design- & Inredningsverksamhet;444222;637,62;19990000;40;57712000;673
391;0;78542;Mockfjärd;010-1225600;49;16101;1971;Tillverkning & Industri;424516;630,8;25471000;60;327518000;34736
392;1;40273;Göteborg;031-656600;49;46699;1971;Partihandel;509375;826,92;12225000;24;108713000;6543
393;0;50110;Borås;033-178860;49;28220;1971;Tillverkning & Industri;471000;650,87;11775000;30;31754000;-4895
394;0;44782;Vårgårda;0322-626000;49;22290;1971;Tillverkning & Industri;456864;650,81;26955000;59;382307000;9747
395;0;50115;Borås;033-171800;49;62020;1971;Data, IT & Telekommunikation;477184;697,17;31017000;65;79327000;-11005
396;0;19505;Arlandastad;08-59510900;49;46769;1971;Partihandel;583600;871,2;26262000;45;354199000;15595
397;0;41252;Göteborg;031-3351010;49;47430;1971;Detaljhandel;399493;560,87;31560000;79;362248000;63
398;0;42421;Angered;031-3321000;49;68201;1971;Fastighetsverksamhet;411747;589,34;123936000;301;2090660000;67797
399;0;43268;Veddige;0340-666400;49;70100;1971;Tillverkning & Industri;497060;760,15;16403000;1752;6804292000;186521
400;0;16970;Solna;010-5050000;49;70100;1971;Teknisk Konsultverksamhet;754237;1423,73;89000000;2284;12668000000;600000
401;0;28904;Glimåkra;044-45400;49;31011;1971;Tillverkning & Industri;348089;517,9;35157000;101;139091000;9462
402;0;57623;Sävsjö;0382-67670;49;25610;1971;Tillverkning & Industri;299441;418,88;69171000;231;345367000;11659
403;0;31165;Vessigebro;0346-713100;49;28990;1971;Tillverkning & Industri;518897;712,9;35285000;68;170410000;18150
404;0;54235;Mariestad;0501-279450;49;22210;1971;Tillverkning & Industri;431587;628,03;27190000;63;101252000;4161
405;0;10782;Stockholm;08-58834000;49;66190;1971;Bank, Finans & Försäkring;582671;930,24;40787000;70;219987000;29149
406;0;57323;Tranås;0140-385050;49;25930;1971;Tillverkning & Industri;366555;605,19;9897000;27;162288000;50726
407;0;82640;Söderhamn;0270-73500;49;25110;1971;Tillverkning & Industri;356472;607,08;12833000;26;43304000;1081
